fantaking_id,name,team,position,rank,fpt,quotation,plus,pts,reb,ast,stl,tov,blk,blka,fd,pf,fg_missed,ft_missed,win_1-10,win_11-20,win_20,win_ot,loss_1-10,loss_11-20,loss_20,loss_ot,captured_at
3766,S. Vezenkov,OLY,Forward,1,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3765,M. James,EFS,Guard,2,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3770,C. Moneke,CZV,Forward,3,0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3903,E. Bryant,HTA,Guard,4,0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
11549,J. Valanciunas,ZAL,Center,5,0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3782,N. Milutinov,OLY,Center,6,0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3795,T. Shorts,VBC,Guard,7,0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3812,J. Hoard,MTA,Forward,8,0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3834,N. Hifi,PBB,Guard,9,0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3887,S. Francisco,PAO,Guard,10,0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3769,W. Tavares,RMB,Center,11,0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3805,K. Nunn,PAO,Guard,12,0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
4233,M. Kabengele,DUB,Center,13,0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
11487,D. Saric,EFS,Forward,14,0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3768,M. Lessort,PAO,Center,15,0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3771,W. Baldwin,FBT,Guard,16,0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
11526,G. Yabusele,PAO,Forward,17,0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3857,D. Oturu,HTA,Center,18,0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3843,M. Wright,MIL,Center,19,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3774,T. Shengelia,DUB,Forward,20,0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3772,F. Campazzo,RMB,Guard,21,0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3791,C. Jones,PAR,Guard,22,0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3794,K. Punter,BAR,Guard,23,0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3767,S. Larkin,FBT,Guard,24,0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
4096,M. Wright,DUB,Guard,25,0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3787,N. Hayes-davis,PAO,Forward,26,0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3910,R. Sorkin,MTA,Center,27,0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
3790,D. Musa,DUB,Guard,28,0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-23T12:34:15.556196+00:00
