fantaking_id,name,team,position,rank,fpt,quotation,plus,pts,reb,ast,stl,tov,blk,blka,fd,pf,fg_missed,ft_missed,win_1-10,win_11-20,win_20,win_ot,loss_1-10,loss_11-20,loss_20,loss_ot,captured_at
11526,G. Yabusele,PAO,Forward,33,14.3,14.3,-0.1,13.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3825,J. Hernangomez,PAO,Forward,34,14.3,11.4,0.1,5.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3804,T. Sedekerskis,KBA,Forward,35,14.0,10.4,0.1,15.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11508,J. Toppin,HTA,Forward,36,14.0,9.8,0.1,11.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4233,M. Kabengele,DUB,Center,37,13.2,14.6,-0.1,9.0,7.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,8.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3821,D. Hall,OLY,Center,38,13.2,10.9,0.1,4.0,7.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3846,T. Ward,OLY,Forward,39,13.2,7.5,0.2,11.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4061,E. Mantzoukas,PAO,Forward,40,13.2,4.5,0.3,10.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3903,E. Bryant,HTA,Guard,41,13.0,15.5,-0.2,10.0,2.0,3.0,0.0,2.0,0.0,0.0,7.0,2.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3799,Z. Leday,HTA,Forward,42,13.0,13.3,-0.1,8.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3807,E. Okobo,DUB,Guard,43,12.1,12.2,0.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3888,S. Brown,ZAL,Guard,44,12.1,10.6,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11520,Y. Pons,ASV,Forward,45,12.1,7.5,0.2,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3985,D. Lighty,ASV,Forward,46,12.1,4.8,0.3,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11536,D. Jones,RMB,Center,47,12.0,9.1,0.1,10.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7226,A. Dokossi,PBB,Center,48,12.0,8.0,0.1,4.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7202,J. Robinson,BAR,Guard,49,11.0,12.2,-0.1,10.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3993,M. Strazel,EFS,Guard,50,11.0,10.3,0.0,12.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,6.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8721,J. Butler,CZV,Guard,51,11.0,10.1,0.0,11.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11511,C. Duarte,KBA,Guard,52,11.0,10.0,0.0,9.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3770,C. Moneke,CZV,Forward,53,10.0,15.5,-0.3,9.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7197,O. Brissett,MTA,Forward,54,10.0,10.2,0.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3909,A. Sekulic,BAR,Head Coach,55,10.0,8.0,0.1,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-25T12:34:50.825366+00:00
7235,X. Pascual,DUB,Head Coach,56,10.0,8.0,0.1,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-25T12:34:50.825366+00:00
4006,T. Masiulis,ZAL,Head Coach,57,10.0,7.5,0.1,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-25T12:34:50.825366+00:00
7225,D. Kramer,CZV,Guard,58,10.0,6.5,0.1,11.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3869,M. Jantunen,RMB,Forward,59,10.0,6.0,0.1,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4014,T. Parker,ASV,Head Coach,60,10.0,6.0,0.1,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-25T12:34:50.825366+00:00
3974,A. Gavel,BAY,Head Coach,61,10.0,5.0,0.1,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-25T12:34:50.825366+00:00
4096,M. Wright,DUB,Guard,62,9.9,13.5,-0.2,12.0,5.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,4.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3853,J. Grant,PAO,Guard,63,9.9,8.8,0.0,7.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4195,J. Jessup,BAY,Guard,64,9.9,7.7,0.1,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4882,D. Theis,MTA,Center,65,9.0,12.2,-0.2,9.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11528,T. Etienne,PBB,Guard,66,9.0,11.1,-0.1,17.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7220,E. Izundu,CZV,Center,67,9.0,9.4,0.0,7.0,4.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11513,D. Baugh,KBA,Guard,68,9.0,8.4,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3838,C. Malcolm,EFS,Forward,69,9.0,8.1,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4246,S. Ojeleye,CZV,Forward,70,9.0,7.5,0.0,9.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7238,R. Kurucs,KBA,Forward,71,9.0,6.5,0.1,5.0,4.0,5.0,4.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3926,F. Petrusev,DUB,Forward,72,8.8,12.7,-0.2,3.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3892,R. Jokubaitis,BAY,Guard,73,8.8,8.6,0.0,6.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3793,J. Nwora,CZV,Forward,74,8.0,13.0,-0.2,10.0,5.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,6.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3816,M. Howard,KBA,Guard,75,8.0,8.3,0.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3851,A. Feliz,RMB,Guard,76,8.0,6.2,0.1,9.0,5.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8368,M. Diakite,DUB,Center,77,7.7,10.1,-0.1,6.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4360,E. Fournier,OLY,Guard,78,7.7,9.4,-0.1,7.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11519,H. Besson,ASV,Guard,79,7.7,8.8,-0.1,8.0,3.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,6.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4251,B. Badio,PAO,Guard,80,7.7,8.3,-0.1,4.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3852,E. Ulanovas,ZAL,Forward,81,7.7,6.4,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3834,N. Hifi,PBB,Guard,82,7.0,14.8,-0.4,11.0,2.0,2.0,0.0,3.0,0.0,2.0,7.0,0.0,9.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3772,F. Campazzo,RMB,Guard,83,7.0,13.7,-0.3,6.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4675,A. Blakeney,HTA,Guard,84,7.0,9.6,-0.1,11.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4884,J. Clark III,MTA,Guard,85,7.0,9.5,-0.1,9.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11534,O. Sarr,RMB,Center,86,7.0,9.1,-0.1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8463,K. Jones,EFS,Center,87,7.0,8.8,-0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3915,M. Spagnolo,KBA,Guard,88,7.0,6.4,0.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3975,S. Herrera,PBB,Guard,89,7.0,5.0,0.1,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11500,S. Umude,BAR,Guard,90,6.6,9.1,-0.1,7.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11502,O. Nkamhoua,BAR,Forward,91,6.6,7.8,-0.1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4375,A. Butkevicius,ZAL,Forward,92,6.6,7.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7390,T. Jensen,BAY,Guard,93,6.6,6.8,0.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4084,D. Sleva,ZAL,Forward,94,6.6,6.3,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7193,V. Micic,HTA,Guard,95,6.0,12.0,-0.3,14.0,2.0,3.0,0.0,3.0,0.0,1.0,5.0,4.0,10.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7422,E. Osmani,EFS,Forward,96,6.0,9.6,-0.2,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4257,J. Pradilla,RMB,Forward,97,6.0,8.7,-0.1,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11503,M. Beauchamp,BAY,Forward,98,5.5,11.3,-0.3,8.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,6.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3822,J. Bolomboy,ASV,Center,99,5.5,10.4,-0.2,2.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3867,K. Papanikolaou,OLY,Forward,100,5.5,4.3,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3769,W. Tavares,RMB,Center,101,5.0,14.7,-0.4,8.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3864,T. Luwawu-Cabarrot,RMB,Forward,102,5.0,12.8,-0.4,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11527,T. Warren,PBB,Forward,103,5.0,11.5,-0.3,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8714,K. Simmons,KBA,Guard,104,5.0,9.6,-0.2,6.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8762,J. Rhoden,PBB,Guard,105,5.0,9.0,-0.2,11.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,3.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3992,T. Tarpey,PBB,Guard,106,5.0,7.0,-0.1,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3933,L. Cavaliere,PBB,Forward,107,5.0,4.8,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3899,C. Edwards,ZAL,Guard,108,4.4,11.4,-0.3,13.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7269,A. Wiley,BAY,Center,109,4.4,11.0,-0.3,6.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11558,J. Minaya,BAR,Forward,110,4.4,7.5,-0.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3942,M. Lo,ZAL,Guard,111,4.4,7.2,-0.1,3.0,4.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4167,I. Wainright,HTA,Forward,112,4.0,6.5,-0.1,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3782,N. Milutinov,OLY,Center,113,3.3,15.3,-0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3774,T. Shengelia,DUB,Forward,114,3.3,13.8,-0.5,5.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3907,J. Blossomgame,DUB,Forward,115,3.3,9.4,-0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4808,B. Fernando,EFS,Center,116,3.0,10.3,-0.3,6.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11529,A. Johnson,PBB,Forward,117,3.0,9.8,-0.3,6.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
8730,K. Faried,KBA,Center,118,3.0,9.5,-0.3,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11488,S. Yusta,EFS,Forward,119,3.0,8.7,-0.3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7217,T. Carter,CZV,Guard,120,3.0,6.8,-0.2,3.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3808,C. Miller-Mcintyre,OLY,Guard,121,2.2,11.0,-0.4,2.0,2.0,6.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7203,M. Norris,BAY,Forward,122,2.2,8.9,-0.3,4.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7338,B. Gach,ASV,Forward,123,2.2,8.7,-0.3,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3948,M. Ndiaye,OLY,Forward,124,2.2,7.5,-0.2,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
4019,P. Kalaitzakis,PAO,Guard,125,2.2,4.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7258,D. Russell,EFS,Guard,126,2.0,10.7,-0.4,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
11509,E. German,HTA,Guard,127,2.0,8.0,-0.3,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3934,I. Bonga,PAO,Forward,128,1.1,11.5,-0.5,5.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3859,V. Lucic,BAY,Forward,129,1.1,9.0,-0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
3957,O. Da Silva,BAY,Forward,130,1.1,7.3,-0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
7216,D. Bertans,DUB,Forward,131,1.1,5.5,-0.2,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,2026-09-25T12:34:50.825366+00:00
